input_text,corrected_text,error_count,error_types,label
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Siya ay kumakain ng mansanas,Ang puno ay mataas at malakas,1,spelling,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang pusa ay tumatalon sa kama,1,grammar,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Pumunta kami sa zoo,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang mga bituin ay kumikislapp sa gabi,Nagbabasa siya ng libro,1,spelling,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang aking kapatid ay naglalaro ng bola,Siya ay kumakain ng mansanas,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Ang aso ng tumatakbo sa parke,Ang aking kapatid ay naglalaro ng bola,1,grammar,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang aking kapatid ng naglalaro ng bola,Ang ibon ay lumilipad sa taas,1,grammar,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Pumunta kami sa zoo,Ang aking kapatid ay naglalaro ng bola,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Ang puno ng mataas at malakas,Mahilig siyang mag-drawing,1,grammar,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Naglalaro sila ng basketball,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Pumunta kami sa zoo,1,grammar,dyslexic
Ang aking kapatid ay naglalaro ng bola,Ang aking kapatid ay naglalaro ng bola,0,none,non_dyslexic
Naglalaro sila ng basketball,Ang aking kapatid ay naglalaro ng bola,1,spelling,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Naglalaro kami ng bola,Pumunta kami sa dalampasigan,1,spelling,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Ang pusa ay tumatalon sa kama,Nakikita ko ang isang bahaghari sa langit,1,spelling,dyslexic
Ang pusa ay tumatalon sa kama,Ang pusa ay tumatalon sa kama,0,none,non_dyslexic
Naglalaro sila ng basketball,Ang pusa ay tumatalon sa kama,1,grammar,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Ang mga bulaklak ay namumulaklak,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang araw ng sumisikat sa langit,Nakikita ko ang isang malaking puno,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Nagbabasa siya ng libro,Naglalaro sila ng basketball,1,grammar,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Nakikita ko ang isang malaking puno,Naglalaro sila ng basketball,1,grammar,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Ang aking pusa ay napaka-cute,Pumunta kami sa zoo,1,spelling,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Nakikita ko ang isang bahagari sa langit,Ang puno ay mataas at malakas,1,spelling,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Ang ibon ay lumilipad sa taas,1,grammar,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang aking pusa ay napaka-cute,Siya ay kumakain ng mansanas,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Naglalaro kami ng bola,Ang mga bituin ay kumikislap sa gabi,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Nakikita ko ang isang bahaghari sa langit,Nagbabasa siya ng libro,1,spelling,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Naglalaro kami ng bola,Nagbabasa siya ng libro,1,grammar,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang araw ay sumisikat sa langit,Nagbabasa siya ng libro,1,spelling,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Ang aking pusa ng napaka-cute,Ang aso ay tumatakbo sa parke,1,grammar,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Siya ay kumakain ng mansanas,1,spelling,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Naglalaro sila ng basketball,Ang mga bulaklak ay namumulaklak,1,spelling,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ang pusa ay tumatalon sa kama,Naglalaro kami ng bola,1,spelling,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Nagbabasa siya ng libro,Nakikita ko ang isang malaking puno,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ang aking kapatid ay naglalaro ng bola,Naglalaro kami ng bola,1,spelling,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang araw ay sumisikat sa langit,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Mahilig siyang mag-drawing,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Ang mga bituin ay kumikislap sa gabi,Pumunta kami sa zoo,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Mahilig siyang mag-drawing,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Ang sasakyan ay nakaparada sa labas,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Ang puno ng mataas at malakas,Pumunta kami sa dalampasigan,1,grammar,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Ang punno ay mataas at malakas,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Ang aso ay tumatakbo sa parke,Ang mga bituin ay kumikislap sa gabi,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Naglalaro kami ng bola,Mahilig siyang mag-drawing,1,spelling,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Nakikita ko ang isang malaking punno,Ako ay tumatakbo ng mabilis,1,spelling,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Pumunta kami sa zoo,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Mahilig siyang mag-drawing,Naglalaro kami ng bola,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang mga bituin ng kumikislap sa gabi,Nakikita ko ang isang malaking puno,1,grammar,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang sasakyan ay nakaparada sa labas,1,spelling,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Naglalaro kami ng bola,Siya ay kumakain ng mansanas,1,grammar,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Ang puno ay mataas at malakas,Mahilig siyang mag-drawing,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Pumunta kami sa dalampasigan,Pumunta kami sa dalampasigan,0,none,non_dyslexic
Mahilig siyang mag-drawing,Pumunta kami sa dalampasigan,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang asou ay tumatakbo sa parke,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Pumunta kami sa zoo,Ang araw ay sumisikat sa langit,1,grammar,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Ang mga bulaklak ng namumulaklak,Mahilig siyang mag-drawing,1,grammar,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Ang pusa ay tumatalon sa kama,Ang mga bulaklak ay namumulaklak,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang sasakyan ay nakaparada sa labas,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Ang sasakyan ay nakaparada sa labas,Ang sasakyan ay nakaparada sa labas,0,none,non_dyslexic
Nagbabasa siya ng libro,Ang sasakyan ay nakaparada sa labas,1,grammar,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang aking pusa ng napaka-cute,Nagbabasa siya ng libro,1,grammar,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Pumunta kami sa zoo,1,spelling,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Naglalaro kami ng bola,1,grammar,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Pumunta kami sa zoo,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Ang puno ay mataas at malakas,1,spelling,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Ang puno ng mataas at malakas,Ang araw ay sumisikat sa langit,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Pumunta kami sa zoo,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Siya ay kumakain ng mansanas,Nakikita ko ang isang bahaghari sa langit,1,spelling,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Siya ng kumakain ng mansanas,Pumunta kami sa zoo,1,grammar,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang puno ay mataas at malakas,1,spelling,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang mga bituin ay kumikislap sa gabi,1,spelling,dyslexic
Ang puno ay mataas at malakas,Ang puno ay mataas at malakas,0,none,non_dyslexic
Ang aso ng tumatakbo sa parke,Ang puno ay mataas at malakas,1,grammar,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Nagbabasa siya ng libro,Nagbabasa siya ng libro,0,none,non_dyslexic
Ang mga bituin ng kumikislap sa gabi,Nagbabasa siya ng libro,1,grammar,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Ang araw ng sumisikat sa langit,Naglalaro kami ng bola,1,grammar,dyslexic
Pumunta kami sa zoo,Pumunta kami sa zoo,0,none,non_dyslexic
Ang mga bulaklak ay namumulaklak,Pumunta kami sa zoo,1,spelling,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang sasakyan ng nakaparada sa labas,Nakikita ko ang isang malaking puno,1,grammar,dyslexic
Ang araw ay sumisikat sa langit,Ang araw ay sumisikat sa langit,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Ang araw ay sumisikat sa langit,1,spelling,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Ang puno ng mataas at malakas,Ang mga bulaklak ay namumulaklak,1,grammar,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Ang mga bulaklak ay namumulaklak,Ang mga bulaklak ay namumulaklak,0,none,non_dyslexic
Naglalaro sila ng baskatball,Ang mga bulaklak ay namumulaklak,1,spelling,dyslexic
Naglalaro kami ng bola,Naglalaro kami ng bola,0,none,non_dyslexic
Naglalaro kami ng bolla,Naglalaro kami ng bola,1,spelling,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang sasakyan ay nakaparada sa labas,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ako ay tumatakbo ng mabilis,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang ibon ay lumilipad sa taas,Siya ay kumakain ng mansanas,1,spelling,dyslexic
Ako ay tumatakbo ng mabilis,Ako ay tumatakbo ng mabilis,0,none,non_dyslexic
Nagbabasa siya ng libro,Ako ay tumatakbo ng mabilis,1,spelling,dyslexic
Mahilig siyang mag-drawing,Mahilig siyang mag-drawing,0,none,non_dyslexic
Nagbabasa siya ng libro,Mahilig siyang mag-drawing,1,grammar,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Nagbabasa siya ng libro,Nakikita ko ang isang malaking puno,1,spelling,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Ang araw ng sumisikat sa langit,Siya ay kumakain ng mansanas,1,grammar,dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,0,none,non_dyslexic
Siya ay kumakain ng mansanas,Siya ay kumakain ng mansanas,1,spelling,dyslexic
Naglalaro sila ng basketball,Naglalaro sila ng basketball,0,none,non_dyslexic
Pumunta kami sa dalampasigan,Naglalaro sila ng basketball,1,spelling,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang mga bulaklak ng namumulaklak,Ang ibon ay lumilipad sa taas,1,grammar,dyslexic
Ang aking pusa ay napaka-cute,Ang aking pusa ay napaka-cute,0,none,non_dyslexic
Ang puno ay mataas at malakas,Ang aking pusa ay napaka-cute,1,spelling,dyslexic
Ang aso ay tumatakbo sa parke,Ang aso ay tumatakbo sa parke,0,none,non_dyslexic
Pumunta kami sa zoo,Ang aso ay tumatakbo sa parke,1,spelling,dyslexic
Nakikita ko ang isang malaking puno,Nakikita ko ang isang malaking puno,0,none,non_dyslexic
Ang puno ng mataas at malakas,Nakikita ko ang isang malaking puno,1,grammar,dyslexic
Ang ibon ay lumilipad sa taas,Ang ibon ay lumilipad sa taas,0,none,non_dyslexic
Ang araw ay sumisikat sa langit,Ang ibon ay lumilipad sa taas,1,spelling,dyslexic
Nakikita ko ang isang bahaghari sa langit,Nakikita ko ang isang bahaghari sa langit,0,none,non_dyslexic
Ang mga bulaklak ng namumulaklak,Nakikita ko ang isang bahaghari sa langit,1,grammar,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Pumunta kami sa zoo,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
Ang mga bituin ay kumikislap sa gabi,Ang mga bituin ay kumikislap sa gabi,0,none,non_dyslexic
Mahilig siyang mag-drawing,Ang mga bituin ay kumikislap sa gabi,1,grammar,dyslexic
She is eating an apple,She is eating an apple,0,none,non_dyslexic
I am running fast,She is eating an apple,1,grammar,dyslexic
The cat is jumping on the bed,The cat is jumping on the bed,0,none,non_dyslexic
The car is parked outside,The cat is jumping on the bed,1,spelling,dyslexic
I see a rainbow in the sky,I see a rainbow in the sky,0,none,non_dyslexic
The cat is jumping on the bed,I see a rainbow in the sky,1,grammar,dyslexic
The car is parked outside,The car is parked outside,0,none,non_dyslexic
She loves to draw pictures,The car is parked outside,1,grammar,dyslexic
They are playing soccer,They are playing soccer,0,none,non_dyslexic
We are going to the zoo,They are playing soccer,1,grammar,dyslexic
The cat is jumping on the bed,The cat is jumping on the bed,0,none,non_dyslexic
She is eating an apple,The cat is jumping on the bed,1,grammar,dyslexic
The sun is shining brightly,The sun is shining brightly,0,none,non_dyslexic
We are going to the beach,The sun is shining brightly,1,grammar,dyslexic
The cat is jumping on the bed,The cat is jumping on the bed,0,none,non_dyslexic
The sun is shining brightly,The cat is jumping on the bed,1,grammar,dyslexic
I like to play with my friend,I like to play with my friend,0,none,non_dyslexic
The bird is flying high,I like to play with my friend,1,grammar,dyslexic
She is eating an apple,She is eating an apple,0,none,non_dyslexic
They are plnging soccer,She is eating an apple,1,grammar,dyslexic
The cat is jumping on the bed,The cat is jumping on the bed,0,none,non_dyslexic
I am running fast,The cat is jumping on the bed,1,grammar,dyslexic
She is eating an apple,She is eating an apple,0,none,non_dyslexic
I am running fast,She is eating an apple,1,spelling,dyslexic
My brother is playing with a ball,My brother is playing with a ball,0,none,non_dyslexic
The stars are twinkling at night,My brother is playing with a ball,1,spelling,dyslexic
The cat is jumping on the bed,The cat is jumping on the bed,0,none,non_dyslexic
She loves to draw pictures,The cat is jumping on the bed,1,spelling,dyslexic
The tree is tall and strong,The tree is tall and strong,0,none,non_dyslexic
She is eating an apple,The tree is tall and strong,1,spelling,dyslexic
I am running fast,I am running fast,0,none,non_dyslexic
My cat is very cute,I am running fast,1,grammar,dyslexic
The stars are twinkling at night,The stars are twinkling at night,0,none,non_dyslexic
I like to play with my friend,The stars are twinkling at night,1,spelling,dyslexic
The stars are twinkling at night,The stars are twinkling at night,0,none,non_dyslexic
The sun is shining brightly,The stars are twinkling at night,1,grammar,dyslexic
He is reading a book,He is reading a book,0,none,non_dyslexic
They are playing soccer,He is reading a book,1,spelling,dyslexic
My cat is very cute,My cat is very cute,0,none,non_dyslexic
The stars are twinkling at night,My cat is very cute,1,grammar,dyslexic
She loves to draw pictures,She loves to draw pictures,0,none,non_dyslexic
The cat is jumping on the bed,She loves to draw pictures,1,spelling,dyslexic
The flowers are blooming,The flowers are blooming,0,none,non_dyslexic
I am running fast,The flowers are blooming,1,spelling,dyslexic
I see a big green tree,I see a big green tree,0,none,non_dyslexic
The sun is shining brightly,I see a big green tree,1,grammar,dyslexic
She is eating an apple,She is eating an apple,0,none,non_dyslexic
The flowers are blooming,She is eating an apple,1,grammar,dyslexic
I see a rainbow in the sky,I see a rainbow in the sky,0,none,non_dyslexic
I like to play with my friend,I see a rainbow in the sky,1,spelling,dyslexic
She loves to draw pictures,She loves to draw pictures,0,none,non_dyslexic
The bird is flying high,She loves to draw pictures,1,spelling,dyslexic
We are going to the beach,We are going to the beach,0,none,non_dyslexic
The bird is flying high,We are going to the beach,1,spelling,dyslexic
I like to play with my friend,I like to play with my friend,0,none,non_dyslexic
I like to play with my friend,I like to play with my friend,1,spelling,dyslexic
The flowers are blooming,The flowers are blooming,0,none,non_dyslexic
I see a big green tree,The flowers are blooming,1,spelling,dyslexic
The sun is shining brightly,The sun is shining brightly,0,none,non_dyslexic
The tree is tall and strong,The sun is shining brightly,1,spelling,dyslexic
She is eating an apple,She is eating an apple,0,none,non_dyslexic
I like to play with my friend,She is eating an apple,1,spelling,dyslexic
I am running fast,I am running fast,0,none,non_dyslexic
The tree is tall and strong,I am running fast,1,spelling,dyslexic
He is reading a book,He is reading a book,0,none,non_dyslexic
I see a big green tree,He is reading a book,1,spelling,dyslexic
