question_type,left_number,right_number,correct_answer,user_answer,response_time_sec,at_risk
Which is smaller?,87,32,right,right,4.62,0
Which is bigger?,55,63,right,left,6.44,1
Which is smaller?,87,46,right,right,3.34,0
Choose the number closest to 10.,53,6,right,right,5.27,0
Which is smaller?,17,18,left,left,3.5,0
Which is bigger?,35,100,right,right,4.29,0
Which is bigger?,30,45,right,left,7.25,1
Which is bigger?,79,1,left,left,5.46,0
Which is bigger?,7,78,right,right,4.97,0
Which is smaller?,22,64,left,left,2.7,0
Choose the number closest to 10.,30,56,left,left,2.81,0
Choose the number closest to 10.,29,41,left,left,4.58,0
Choose the number closest to 10.,73,53,right,right,3.94,0
Which is bigger?,89,35,left,left,3.54,0
Which is bigger?,26,91,right,right,5.02,0
Choose the number closest to 10.,2,86,left,left,4.19,0
Which is smaller?,87,93,left,left,4.05,0
Which is smaller?,100,81,right,right,4.78,0
Which is smaller?,72,20,right,right,3.62,0
Which is bigger?,66,23,left,right,9.35,1
Which is smaller?,24,86,left,left,3.21,0
Choose the number closest to 10.,61,76,left,right,7.99,1
Choose the number closest to 10.,100,9,right,right,5.43,0
Choose the number closest to 10.,98,67,right,right,2.62,0
Choose the number closest to 10.,14,12,right,left,6.48,1
Choose the number closest to 10.,17,26,left,left,5.14,0
Which is bigger?,10,34,right,right,5.16,0
Which is bigger?,42,21,left,right,6.74,1
Which is bigger?,14,75,right,right,3.27,0
Choose the number closest to 10.,70,73,left,right,8.43,1
Which is bigger?,43,80,right,left,8.78,1
Which is smaller?,98,41,right,right,2.84,0
Which is smaller?,81,35,right,right,2.8,0
Which is smaller?,90,28,right,right,4.23,0
Choose the number closest to 10.,41,36,right,right,4.63,0
Which is bigger?,15,67,right,right,3.7,0
Choose the number closest to 10.,69,86,left,right,8.02,1
Choose the number closest to 10.,44,11,right,right,3.29,0
Which is smaller?,25,66,left,right,3.83,1
Choose the number closest to 10.,44,19,right,right,3.58,0
Choose the number closest to 10.,83,70,right,right,4.06,0
Choose the number closest to 10.,28,57,left,right,6.59,1
Choose the number closest to 10.,55,66,left,left,2.84,0
Which is bigger?,69,100,right,left,4.28,1
Which is smaller?,11,34,left,left,3.49,0
Which is bigger?,22,4,left,right,8.35,1
Which is smaller?,85,67,right,right,5.26,0
Which is bigger?,42,35,left,right,8.78,1
Which is bigger?,15,24,right,right,3.18,0
Choose the number closest to 10.,27,50,left,left,2.85,0
Which is bigger?,66,62,left,right,7.74,1
Which is smaller?,38,60,left,right,7.95,1
Which is bigger?,94,74,left,left,4.4,0
Which is smaller?,85,86,left,left,1.99,0
Which is bigger?,70,31,left,left,3.13,0
Which is smaller?,19,95,left,left,3.97,0
Which is bigger?,62,54,left,left,4.49,0
Choose the number closest to 10.,9,82,left,left,4.77,0
Which is bigger?,64,19,left,left,4.14,0
Choose the number closest to 10.,68,67,right,right,4.33,0
Which is bigger?,85,39,left,left,4.08,0
Which is smaller?,74,29,right,right,4.69,0
Choose the number closest to 10.,21,50,left,right,7.47,1
Choose the number closest to 10.,43,52,left,left,4.07,0
Which is smaller?,60,39,right,right,3.73,0
Choose the number closest to 10.,11,52,left,left,4.08,0
Choose the number closest to 10.,88,97,left,left,4.48,0
Choose the number closest to 10.,3,50,left,left,4.27,0
Which is smaller?,73,5,right,left,7.57,1
Choose the number closest to 10.,91,97,left,left,5.34,0
Which is bigger?,30,39,right,right,4.27,0
Choose the number closest to 10.,15,91,left,right,6.03,1
Which is smaller?,88,7,right,right,4.88,0
Which is bigger?,95,48,left,left,2.63,0
Which is bigger?,25,51,right,left,5.38,1
Which is bigger?,75,51,left,left,4.34,0
Which is bigger?,60,36,left,left,4.52,0
Which is smaller?,32,9,right,right,2.75,0
Choose the number closest to 10.,51,94,left,left,3.62,0
Which is smaller?,22,52,left,left,3.39,0
Which is bigger?,23,15,left,left,3.51,0
Choose the number closest to 10.,97,4,right,right,4.94,0
Choose the number closest to 10.,59,47,right,right,4.71,0
Choose the number closest to 10.,2,19,left,right,6.97,1
Choose the number closest to 10.,30,26,right,right,3.45,0
Which is smaller?,70,30,right,right,2.65,0
Which is smaller?,25,88,left,right,9.13,1
Choose the number closest to 10.,11,1,left,left,4.59,0
Which is smaller?,31,42,left,right,5.94,1
Which is smaller?,40,44,left,right,8.08,1
Which is smaller?,74,28,right,right,3.93,0
Choose the number closest to 10.,45,16,right,right,3.71,0
Which is bigger?,95,11,left,left,4.44,0
Which is bigger?,20,70,right,right,3.26,0
Which is bigger?,74,43,left,left,3.66,0
Choose the number closest to 10.,75,91,left,left,4.12,0
Choose the number closest to 10.,2,29,left,left,3.5,0
Choose the number closest to 10.,59,13,right,right,4.67,0
Which is smaller?,11,63,left,left,5.87,0
Which is bigger?,5,45,right,right,3.25,0
Which is smaller?,8,74,left,left,2.33,0
Which is bigger?,33,90,right,right,2.0,0
Which is smaller?,12,51,left,left,3.85,0
Which is bigger?,98,82,left,left,3.34,0
Choose the number closest to 10.,42,27,right,right,4.21,0
Which is smaller?,72,34,right,right,4.13,0
Choose the number closest to 10.,59,98,left,right,4.6,1
Which is smaller?,60,86,left,left,2.19,0
Which is bigger?,2,50,right,right,4.3,0
Which is smaller?,42,84,left,right,7.2,1
Choose the number closest to 10.,92,59,right,right,3.57,0
Choose the number closest to 10.,30,11,right,right,2.34,0
Which is smaller?,98,31,right,right,4.47,0
Which is bigger?,23,34,right,right,5.27,0
Which is smaller?,96,93,right,right,4.28,0
Which is smaller?,97,64,right,left,5.73,1
Which is smaller?,44,15,right,right,4.04,0
Which is smaller?,70,36,right,left,4.95,1
Which is bigger?,76,39,left,left,5.06,0
Which is smaller?,93,28,right,left,7.12,1
Choose the number closest to 10.,12,45,left,left,2.23,0
Which is smaller?,38,21,right,right,3.7,0
Which is smaller?,77,100,left,right,7.69,1
Which is smaller?,75,92,left,right,6.5,1
Which is smaller?,53,16,right,right,3.72,0
Which is bigger?,62,74,right,right,2.78,0
Which is smaller?,58,47,right,right,4.57,0
Choose the number closest to 10.,45,54,left,left,3.35,0
Which is bigger?,66,73,right,right,1.84,0
Which is bigger?,22,50,right,right,3.63,0
Which is bigger?,38,65,right,right,4.98,0
Choose the number closest to 10.,4,98,left,left,3.61,0
Which is bigger?,78,65,left,left,5.74,0
Choose the number closest to 10.,49,68,left,right,7.64,1
Choose the number closest to 10.,54,2,right,left,7.51,1
Which is smaller?,93,76,right,right,3.87,0
Which is bigger?,84,92,right,left,6.9,1
Which is bigger?,28,67,right,right,3.74,0
Which is smaller?,71,61,right,right,3.7,0
Which is smaller?,57,59,left,left,4.53,0
Which is smaller?,60,6,right,right,3.06,0
Which is bigger?,73,53,left,left,2.92,0
Which is bigger?,64,60,left,left,2.88,0
Choose the number closest to 10.,98,57,right,right,6.05,1
Which is bigger?,8,57,right,right,4.53,0
Which is smaller?,16,17,left,left,4.3,0
Which is smaller?,23,24,left,left,2.94,0
Which is bigger?,53,70,right,left,7.94,1
Choose the number closest to 10.,22,37,left,left,3.88,0
Which is bigger?,25,88,right,left,7.32,1
Which is bigger?,7,19,right,right,3.02,0
Choose the number closest to 10.,30,33,left,left,4.16,0
Which is bigger?,52,91,right,left,6.36,1
Which is smaller?,73,34,right,right,3.23,0
Choose the number closest to 10.,1,52,left,left,4.73,0
Choose the number closest to 10.,17,25,left,left,2.46,0
Choose the number closest to 10.,51,42,right,right,4.56,0
Choose the number closest to 10.,40,12,right,right,4.68,0
Which is smaller?,32,62,left,left,3.12,0
Which is bigger?,5,49,right,left,5.77,1
Which is smaller?,33,68,left,right,6.67,1
Choose the number closest to 10.,44,37,right,right,4.28,0
Which is smaller?,32,14,right,right,3.85,0
Choose the number closest to 10.,81,97,left,left,4.43,0
Choose the number closest to 10.,2,33,left,left,5.76,0
Which is smaller?,40,19,right,right,3.49,0
Which is bigger?,42,32,left,right,4.43,1
Which is smaller?,98,39,right,left,8.24,1
Which is smaller?,43,4,right,right,5.68,0
Which is smaller?,71,68,right,right,4.39,0
Which is smaller?,70,51,right,right,2.91,0
Which is bigger?,6,30,right,right,3.88,0
Which is bigger?,22,16,left,left,2.88,0
Which is bigger?,62,5,left,right,7.96,1
Which is bigger?,80,92,right,left,4.97,1
Choose the number closest to 10.,52,54,left,right,6.55,1
Choose the number closest to 10.,100,74,right,right,3.0,0
Choose the number closest to 10.,61,73,left,left,4.13,0
Which is smaller?,21,67,left,left,3.63,0
Choose the number closest to 10.,10,33,left,right,7.27,1
Which is smaller?,73,47,right,right,4.02,0
Which is bigger?,74,15,left,left,3.01,0
Choose the number closest to 10.,74,51,right,right,4.63,0
Which is bigger?,55,2,left,left,3.95,0
Which is bigger?,70,72,right,right,3.01,0
Which is smaller?,1,3,left,left,6.24,1
Choose the number closest to 10.,6,23,left,left,4.48,0
Which is smaller?,44,88,left,left,3.85,0
Which is bigger?,19,88,right,right,5.42,0
Choose the number closest to 10.,84,97,left,left,5.84,0
Choose the number closest to 10.,63,47,right,right,3.85,0
Which is smaller?,9,51,left,left,4.35,0
Which is smaller?,80,18,right,right,3.01,0
Choose the number closest to 10.,9,8,left,right,6.78,1
Which is smaller?,52,54,left,left,3.8,0
Which is smaller?,41,84,left,left,4.18,0
Which is bigger?,46,22,left,left,4.33,0
Choose the number closest to 10.,74,58,right,right,4.56,0
Which is bigger?,7,30,right,left,7.36,1
Which is smaller?,8,62,left,left,2.79,0
Which is smaller?,38,95,left,left,3.06,0
Which is bigger?,26,2,left,left,3.45,0
Which is smaller?,65,64,right,right,3.72,0
Which is bigger?,89,72,left,left,5.05,0
Choose the number closest to 10.,91,83,right,right,2.84,0
Which is bigger?,12,34,right,right,3.64,0
Choose the number closest to 10.,20,30,left,left,4.95,0
Which is smaller?,10,35,left,left,3.7,0
Choose the number closest to 10.,44,65,left,left,4.46,0
Choose the number closest to 10.,82,59,right,right,3.86,0
Which is smaller?,6,93,left,left,4.26,0
Which is smaller?,64,78,left,right,6.66,1
Which is smaller?,86,17,right,right,4.67,0
Which is bigger?,45,10,left,left,2.45,0
Which is bigger?,16,72,right,right,3.64,0
Choose the number closest to 10.,93,46,right,right,4.3,0
Which is bigger?,91,20,left,right,7.8,1
Which is smaller?,1,35,left,left,5.49,0
Which is bigger?,97,62,left,left,3.61,0
Choose the number closest to 10.,21,76,left,right,9.22,1
Which is smaller?,69,81,left,right,6.01,1
Which is smaller?,16,10,right,right,5.33,0
Which is bigger?,78,83,right,right,4.82,0
Which is smaller?,77,22,right,left,5.63,1
Which is smaller?,43,59,left,left,4.31,0
Which is bigger?,40,24,left,left,3.95,0
Which is smaller?,31,75,left,left,4.63,0
Which is smaller?,17,45,left,left,3.78,0
Choose the number closest to 10.,70,31,right,right,3.69,0
Which is bigger?,39,84,right,right,5.37,0
Which is smaller?,94,58,right,right,3.9,0
Choose the number closest to 10.,56,91,left,left,4.83,0
Which is smaller?,22,97,left,left,3.77,0
Which is bigger?,82,40,left,left,5.67,0
Which is smaller?,39,80,left,right,5.98,1
Choose the number closest to 10.,64,22,right,right,3.39,0
Which is smaller?,47,61,left,left,5.52,0
Which is smaller?,97,92,right,left,6.33,1
Which is bigger?,67,87,right,right,5.6,0
Which is bigger?,79,74,left,left,4.89,0
Which is bigger?,35,69,right,right,3.85,0
Choose the number closest to 10.,38,17,right,right,2.19,0
Choose the number closest to 10.,54,7,right,right,3.98,0
Choose the number closest to 10.,7,73,left,left,4.1,0
Choose the number closest to 10.,9,54,left,left,5.17,0
Which is smaller?,30,62,left,left,5.59,0
Which is smaller?,22,52,left,left,3.32,0
Choose the number closest to 10.,18,17,right,right,4.8,0
Choose the number closest to 10.,20,5,right,right,4.77,0
Choose the number closest to 10.,30,7,right,right,5.07,0
Which is bigger?,92,35,left,right,7.75,1
Choose the number closest to 10.,8,13,left,left,2.06,0
Which is bigger?,60,31,left,left,3.84,0
Choose the number closest to 10.,15,97,left,left,2.84,0
Which is bigger?,51,40,left,right,6.7,1
Which is smaller?,63,43,right,right,4.98,0
Which is bigger?,2,82,right,right,4.31,0
Which is smaller?,17,79,left,left,5.15,0
Which is bigger?,43,79,right,right,4.34,0
Choose the number closest to 10.,35,58,left,right,5.05,1
Which is bigger?,21,74,right,right,1.48,0
Which is bigger?,98,83,left,left,4.15,0
Choose the number closest to 10.,54,88,left,left,3.79,0
Choose the number closest to 10.,62,11,right,left,5.53,1
Which is bigger?,77,3,left,left,2.3,0
Which is bigger?,56,99,right,left,5.9,1
Choose the number closest to 10.,39,60,left,left,3.81,0
Which is bigger?,52,42,left,left,4.67,0
Choose the number closest to 10.,26,19,right,right,4.19,0
Which is bigger?,74,5,left,left,5.61,0
Choose the number closest to 10.,8,56,left,left,2.96,0
Which is smaller?,53,9,right,left,8.32,1
Choose the number closest to 10.,40,39,right,right,4.05,0
Choose the number closest to 10.,63,32,right,left,8.04,1
Choose the number closest to 10.,42,41,right,right,3.56,0
Which is bigger?,92,37,left,left,5.07,0
Which is bigger?,16,52,right,right,4.3,0
Choose the number closest to 10.,19,93,left,left,3.32,0
Which is bigger?,95,56,left,left,3.99,0
Which is smaller?,35,74,left,left,3.76,0
Which is bigger?,40,30,left,left,4.49,0
Which is smaller?,76,3,right,right,2.82,0
Which is bigger?,95,100,right,right,3.97,0
Which is bigger?,89,45,left,left,4.4,0
Which is smaller?,72,89,left,left,4.03,0
Which is smaller?,26,32,left,right,9.02,1
Choose the number closest to 10.,13,29,left,left,4.77,0
Which is smaller?,30,36,left,left,3.99,0
Choose the number closest to 10.,87,27,right,right,4.22,0
Which is bigger?,55,40,left,left,4.3,0
Which is bigger?,20,38,right,right,4.4,0
Which is smaller?,3,82,left,left,2.17,0
Which is smaller?,25,92,left,right,6.55,1
Which is bigger?,8,31,right,right,2.52,0
Which is bigger?,42,10,left,left,5.28,0
Which is bigger?,32,17,left,left,3.94,0
Which is bigger?,63,91,right,right,3.81,0
Which is smaller?,42,69,left,right,8.35,1
Which is bigger?,76,35,left,left,4.42,0
Choose the number closest to 10.,7,35,left,left,2.87,0
Choose the number closest to 10.,88,87,right,right,3.93,0
Which is smaller?,51,40,right,right,3.66,0
Choose the number closest to 10.,80,21,right,right,2.26,0
Which is smaller?,12,17,left,left,3.31,0
Choose the number closest to 10.,5,63,left,left,3.82,0
Which is bigger?,76,12,left,right,6.83,1
Choose the number closest to 10.,45,3,right,right,2.52,0
Choose the number closest to 10.,29,94,left,left,5.15,0
Choose the number closest to 10.,33,98,left,right,6.85,1
Choose the number closest to 10.,92,61,right,right,4.04,0
Choose the number closest to 10.,64,97,left,left,4.4,0
Which is smaller?,16,51,left,left,3.21,0
Which is bigger?,23,66,right,right,4.46,0
Which is bigger?,36,53,right,right,3.63,0
Which is smaller?,16,96,left,left,3.1,0
Which is bigger?,86,69,left,left,4.57,0
Choose the number closest to 10.,56,31,right,right,5.49,0
Which is bigger?,100,1,left,left,4.72,0
Which is bigger?,41,6,left,left,4.92,0
Which is bigger?,41,78,right,right,3.48,0
Which is smaller?,65,46,right,right,2.4,0
Which is smaller?,77,58,right,right,5.49,0
Which is bigger?,40,25,left,left,6.05,1
Choose the number closest to 10.,55,4,right,left,9.31,1
Choose the number closest to 10.,6,96,left,left,3.66,0
Which is bigger?,14,6,left,left,2.85,0
Which is smaller?,98,97,right,right,2.93,0
Which is bigger?,7,94,right,right,2.32,0
Which is bigger?,63,66,right,right,3.89,0
Choose the number closest to 10.,13,69,left,left,5.61,0
Which is bigger?,36,51,right,right,3.86,0
Which is smaller?,32,72,left,left,4.3,0
Which is smaller?,66,61,right,right,5.38,0
Choose the number closest to 10.,46,12,right,right,3.6,0
Choose the number closest to 10.,46,54,left,right,10.05,1
Which is bigger?,45,81,right,right,5.99,0
Choose the number closest to 10.,49,43,right,left,6.8,1
Choose the number closest to 10.,69,98,left,left,3.42,0
Which is smaller?,23,68,left,left,4.7,0
Which is smaller?,20,92,left,left,3.65,0
Which is bigger?,93,82,left,right,5.27,1
Which is bigger?,87,86,left,right,8.92,1
Which is smaller?,58,20,right,right,5.22,0
Which is smaller?,27,46,left,left,4.16,0
Which is bigger?,60,67,right,right,2.74,0
Choose the number closest to 10.,92,100,left,left,2.77,0
Choose the number closest to 10.,29,7,right,right,4.11,0
Choose the number closest to 10.,57,67,left,left,3.5,0
Choose the number closest to 10.,81,73,right,right,3.66,0
Choose the number closest to 10.,33,45,left,right,8.53,1
Choose the number closest to 10.,71,27,right,right,4.73,0
Which is bigger?,34,50,right,right,5.38,0
Choose the number closest to 10.,5,56,left,left,3.01,0
Choose the number closest to 10.,93,54,right,right,3.66,0
Which is bigger?,72,44,left,left,4.76,0
Which is bigger?,11,55,right,right,4.45,0
Which is smaller?,6,45,left,left,5.53,0
Which is smaller?,52,27,right,left,7.63,1
Which is bigger?,97,12,left,left,5.85,0
Choose the number closest to 10.,84,57,right,right,4.54,0
Which is bigger?,3,93,right,right,5.06,0
Which is smaller?,68,45,right,right,3.68,0
Which is bigger?,31,99,right,right,4.01,0
Which is smaller?,62,31,right,right,4.91,0
Which is bigger?,13,49,right,right,5.61,0
Choose the number closest to 10.,62,14,right,right,4.73,0
Which is bigger?,54,14,left,left,3.92,0
Choose the number closest to 10.,62,87,left,left,5.38,0
